location,year,catch,direct_consumption,fishmeal_and_fish_oil,other_usage
Channel Islands,2005,3571.020077026599,3567.8130770259995,1.6035000003000002,1.6035000003000002
Channel Islands,2006,3542.7652592794,3539.545259279,1.6100000002,1.6100000002
Channel Islands,2007,3594.5069686586007,3591.2299686560004,1.6385000013000002,1.6385000013000002
Channel Islands,2008,3316.103939453601,3313.1354394530003,1.5092500002999998,1.4592500002999995
Channel Islands,2009,2710.3898638405003,2708.0198638373004,1.2100000016,1.1600000015999998
Channel Islands,2010,3382.4428239582003,3379.3898239560003,1.5265000011000005,1.5265000011000005
Channel Islands,2011,4723.277800219201,4718.9771982202,2.1503009995,2.1503009995
Channel Islands,2012,4849.5377274908,4845.005476489,2.2661255009000003,2.2661255009000003
Channel Islands,2013,4642.142618874202,4637.720803877001,2.2109074986,2.2109074986
Channel Islands,2014,4568.6226831932,4564.294236190999,2.1642235011,2.1642235011
Channel Islands,2015,10147.243190055402,10144.690722056,1.2762339997,1.2762339997
Channel Islands,2016,21911.086636578595,21908.122450007,1.4820932858,1.4820932858
Channel Islands,2017,18533.232438816696,18530.7164178143,1.2580105012000002,1.2580105012000002
Channel Islands,2018,20115.070808980803,20112.073811028,1.4984989764,1.4984989764
Chile,1950,323089.691138895,322953.55173148704,68.069703704,68.069703704
Chile,1951,309626.646341276,309477.137301306,74.75451998499999,74.75451998499999
Chile,1952,187208.24151021,187029.091434808,89.57503770100001,89.57503770100001
Chile,1953,212368.1017233791,212183.7921033851,92.154809997,92.154809997
Chile,1954,226293.67839333403,226108.74454737204,92.46692298099998,92.46692298099998
Chile,1955,319957.179237478,319714.55863826204,121.310299608,121.310299608
Chile,1956,306887.088808758,306681.21751334606,102.935647706,102.935647706
Chile,1957,255903.03612471305,249583.91164165305,6232.537467963,86.58701509699999
Chile,1958,206320.38146843403,193959.53998107105,12275.547741141,85.293746222
Chile,1959,231381.55292428803,208748.446070538,22541.254745151,91.852108599
Chile,1960,416848.74642972805,217919.31367577103,198832.37375796292,97.05899599400006
Chile,1961,498778.6400689109,202767.79842529004,295923.32651041885,87.51513320200002
Chile,1962,532638.1687330321,275498.24701336405,257040.674557419,99.24716224899998
Chile,1963,1521216.057566659,914669.076068562,606421.8289428559,125.152555241
Chile,1964,2361621.50619249,1321959.7785086553,1039518.7979837636,142.929700071
Chile,1965,752182.600876361,252650.255652596,499428.42791009,103.91731367499996
Chile,1966,1564966.4431247553,341921.627415821,1222912.3537471544,132.46196177999994
Chile,1967,1224259.8830927163,415478.798427642,808604.1548274471,176.92983762699998
Chile,1968,1606275.2919252752,455282.5402479261,1150801.393414792,191.358262557
Chile,1969,1224401.635414207,370144.309128539,854102.7136406358,154.61264503199993
Chile,1970,1803726.849547142,875446.8573343102,927953.0198778128,326.972335019
Chile,1971,1712703.267799647,541008.5296879978,1171498.7090501091,196.02906154
Chile,1972,910605.2347011748,432987.978770276,477441.79118944594,175.46474145299993
Chile,1973,769140.850468262,414937.7074652361,354042.2605310549,160.88247197099997
Chile,1974,2283138.8889855747,834644.500476967,1448158.0586567614,336.329851846
Chile,1975,1954375.2426418115,688953.594657657,1265213.2385371374,208.409447017
Chile,1976,2131743.795599135,636628.722450712,1494900.7353384946,214.337809928
Chile,1977,2875650.055186471,841678.079705675,2033725.5643245429,246.41115625300003
Chile,1978,4156827.9922474017,949294.6119237118,3207298.264879965,235.1154437245
Chile,1979,2917946.91572024,594975.3367746342,2322814.782258925,156.79668668
Chile,1980,3230460.5776607324,671184.8913362831,2559079.253541192,196.432783257
Chile,1981,3837300.448611041,741089.830988494,3096016.5833145604,194.034307987
Chile,1982,6186063.747764394,1046338.3226135984,5139490.633297241,234.791853554
Chile,1983,5014164.909870302,953356.9653556092,4060588.985141006,218.959373687
Chile,1984,5040273.11467618,913275.0471462238,4126779.233946671,218.833583286
Chile,1985,5337641.136093782,895324.4141783653,4442110.548941433,206.17297398400004
Chile,1986,6263457.2847124925,898600.462985774,5364630.096778754,226.724947964
Chile,1987,6020247.248818378,969387.055135044,5050608.128973575,252.064709758
Chile,1988,5670337.908069732,990527.9407744012,4679547.389947936,262.57734739400007
Chile,1989,7086083.065048524,1194765.428251714,5890958.934050085,358.702746726
Chile,1990,5580610.730022715,1176282.5114055355,4403933.572675246,394.645941934
Chile,1991,6429283.288812445,1611823.786689952,4816901.366414596,558.1357078959998
Chile,1992,6904690.373941492,1608450.320721,5295714.530472595,525.5227478969999
Chile,1993,5561437.060339356,1158997.318806637,4402133.832874676,305.9086580429999
Chile,1994,7144457.126809183,1376750.7340562649,5767361.646022135,344.74673078200004
Chile,1995,7090326.928033723,1404724.8198414536,5685315.1777633205,286.93042894800004
Chile,1996,6850653.86769754,1827822.2594196715,5022331.479074921,500.1292029473
Chile,1997,5521603.339459653,1449126.2611211424,4072084.850147211,392.22819129900006
Chile,1998,3274216.5862570787,1099193.904105916,2174686.994633994,335.68751716899993
Chile,1999,4970293.745576718,1515552.3718947845,3454174.5060736234,566.86760831
Chile,2000,4216749.259884939,1311101.088134798,2905183.519944575,464.65180556600006
Chile,2001,4195887.380781582,1367546.969617822,2827928.394657399,412.016506361
Chile,2002,4101060.339153484,1303060.2263861145,2797569.39715308,430.7156142889999
Chile,2003,4378465.498351259,1433510.950050004,2944530.7337921537,423.814509101
Chile,2004,5707272.893086699,1639822.5160586312,4066943.783974371,506.593053697
Chile,2005,4880047.514571448,1539045.278730505,3340575.189461729,427.046379213
Chile,2006,4555228.770204252,1883783.4652337767,2670818.4974885983,626.8074818759999
Chile,2007,4020255.442245212,1258338.9992824618,2761566.170604444,350.27235830599994
Chile,2008,3833179.000904782,1772708.6442990634,2059812.88209574,657.4745099789999
Chile,2009,3777498.100379896,1965518.363523097,1811204.0462745745,775.690582225
Chile,2010,3284389.1404751767,1852949.5611323256,1430677.9488442698,761.630498581
Chile,2011,5045487.411489579,1891300.9820416248,3153421.9107577763,764.5186901779999
Chile,2012,3272843.7839194443,1334836.645063056,1937498.823239488,508.3156169
Chile,2013,2576477.244572656,771391.3464408882,1804851.0659368704,234.83219489800004
Chile,2014,3194484.058678982,1518873.8971453002,1675236.087556678,374.0739770036999
Chile,2015,1883613.913106932,1349191.1013276558,533908.3682295467,514.4435497289999
Chile,2016,1628354.850859376,1626817.14037375,768.8552428130001,768.8552428130001
Chile,2017,2054792.6627720208,2052798.2025620048,997.230105008,997.230105008
Chile,2018,2277512.8414289253,2275261.0979416315,1125.8717436470004,1125.8717436470004
China,1950,945664.782313586,930409.172859461,212.522222697,15043.087231428
China,1951,1251710.745710397,1228911.746234549,297.88464233300004,22501.114833515
China,1952,1504041.749638446,1474951.504972186,369.921752724,28720.322913535994
China,1953,1515561.2066686042,1482972.363426153,369.856388252,32218.986854199
China,1954,1795423.404297148,1756685.8166027311,439.481916806,38298.105777611
China,1955,1961377.460173329,1916775.8528856304,481.172319573,44120.434968126
China,1956,2308910.407194175,2251801.7200127128,574.022056281,56534.66512518101
China,1957,2184413.884640368,2127373.56018364,533.245551754,56507.078904974
China,1958,2311323.0037297206,2250726.0210111407,553.509690938,60043.47302764201
China,1959,2333926.161510276,2266735.544120649,577.819333812,66612.798055815
China,1960,2442818.865288487,2371273.832042363,563.963064358,70981.07018176602
China,1961,2181665.3085498363,2106531.807181687,586.9227646989999,74546.57860344998
China,1962,2370749.341134923,2281281.752350544,606.8229561610001,88860.76582821796
China,1963,2289697.800337533,2196555.6893229447,617.1938404169999,92524.917174171
China,1964,2339795.961362333,2239210.42010632,596.259928457,99989.281327556
China,1965,2443550.961382643,2335682.2760814507,628.0105391970001,107240.674761995
China,1966,2598665.1509905737,2483918.8105889526,629.004157734,114117.336243887
China,1967,2345534.7331249123,2218732.624189203,588.278098723,126213.830836986
China,1968,2390905.1608150965,2256362.898126425,628.557330815,133913.70535785603
China,1969,2554101.410275672,2416007.57269487,622.421378137,137471.41620266502
China,1970,2476448.018271344,2325438.516832311,545.5619153509999,150463.939523681
China,1971,2439068.2016790286,2288099.1515131504,652.5999052249999,150316.450260653
China,1972,2688365.525459508,2487608.7723377,740.2765649610001,200016.47655684705
China,1973,3057994.5541057503,2770914.78281673,708.799342982,286370.9719460381
China,1974,3131718.0612862227,2797873.6553108296,809.879443385,333034.52653200785
China,1975,3245440.28401676,2933723.7234385,942.636244155,310773.92433410505
China,1976,3105065.5791446767,2796941.5128861605,969.196245226,307154.87001329
China,1977,3159073.390467037,2813240.7897509504,981.398644239,344851.2020718481
China,1978,3015681.5564118857,2612430.17202374,2945.537668171,400305.8467199751
China,1979,2768345.318461788,2305307.5145741506,40406.568970979,422631.234916658
China,1980,2767159.208292643,2227648.226226763,60671.535708868,478839.4463570121
China,1981,2809618.389626734,2233811.13449371,76427.34680425399,499379.90832877
China,1982,3271561.2513893195,2594629.3611381,99464.85283772004,577467.0374134999
China,1983,3320801.6427223003,2572423.1508548004,122913.3289735,625465.1628939998
China,1984,3715058.705838538,2915821.984637148,146969.42353426,652267.2976671298
China,1985,4173407.2702628095,3211466.13425821,188998.98022574,772942.1557788601
China,1986,4380959.750091736,3574451.7390499786,177131.88779429303,629376.123247465
China,1987,5148996.860463547,4161368.979842239,246026.638108784,741601.2425125241
China,1988,5333605.301386636,4243707.886621714,285978.6554141919,803918.75935073
China,1989,5482700.436921855,4261137.111848581,322460.4001460051,899102.9249272691
China,1990,6086854.194038497,4753763.86192587,411493.264238317,921597.067874311
China,1991,6409029.679232285,4839527.870677255,537368.4948060098,1032133.3137490202
China,1992,7300085.865600502,5441040.243688125,683709.2746171659,1175336.3472952102
China,1993,7946658.909513496,5608427.318721701,1060011.1569216852,1278220.4338701086
China,1994,9414360.747311711,6853700.976426672,1114600.769716707,1446059.0011683328
China,1995,10896672.0083955,7870419.674247763,1338000.86439723,1688251.4697505068
China,1996,12217798.028774347,8861150.21388649,1580990.5365540003,1775657.2783338577
China,1997,12908267.317627491,9331498.067364937,1919415.2849174428,1657353.9653451126
China,1998,13305705.962870529,9339946.518137949,2187663.020142754,1778096.424589825
China,1999,12631289.232859569,8974281.24913107,1989680.514050818,1667327.4696776797
China,2000,12569620.35296841,8855692.754643882,2082709.317169343,1631218.2811551858
China,2001,12693795.777751734,8809275.142222919,2215285.9089489174,1669234.7265798985
China,2002,12623370.194123222,8760990.912834862,2205691.8515097992,1656687.4297785584
China,2003,13386611.105037715,8982977.93606036,2508870.3139596414,1894762.855017716
China,2004,13451816.057694256,9062635.146879405,2441770.267798648,1947410.643016205
China,2005,13590493.266569167,9011012.60514612,2590147.593996109,1989333.067426939
China,2006,13647065.597379122,9135865.825325971,2532172.887572652,1979026.8844805
China,2007,13650230.633639932,9147593.5871719,2528590.040212478,1974047.006255554
China,2008,13747837.702718915,9251141.792161653,2380609.325295153,2116086.585262113
China,2009,13986663.749341063,9641036.379680188,2227589.697306537,2118037.6723543373
China,2010,14311022.765242586,9789121.103668336,2519674.4156328114,2002227.24594144
China,2011,14715463.076058025,10107582.31243443,2641903.2147393725,1965977.54888422
China,2012,15154330.449371755,10493340.222550984,2743512.6976082884,1917477.529212481
China,2013,15617525.014358882,10868831.489328448,2726152.9061329635,2022540.6188974725
China,2014,17015601.33615469,12047481.9126755,2865646.810122489,2102472.613356698
China,2015,16684118.090483036,10760273.548020825,3121215.958608951,2802628.5838532588
China,2016,16160645.587281682,16145471.004268426,7587.291506626996,7587.291506626996
China,2017,15611272.6809877,15596675.9692959,7298.3558459,7298.3558459
China,2018,14336046.723695578,14322545.316096304,6750.703799636998,6750.703799636998
Colombia,1950,4033.484903814,4031.74215377,0.8713750219999999,0.8713750219999999
Colombia,1951,4033.4848542382,4031.742104250001,0.8713749941,0.8713749941
Colombia,1952,4033.484945582,4031.7421955699992,0.871375006,0.871375006
Colombia,1953,4627.485066615999,4625.442316469999,1.021375073,1.021375073
Colombia,1954,5023.4851890272,5021.242438951,1.1213750381,1.1213750381
Colombia,1955,4894.979740748201,4892.83674089,1.0714999291,1.0714999291
Colombia,1956,6873.989892801998,6870.847392789999,1.571250006,1.571250006
Colombia,1957,10845.990113147998,10841.20561312,2.392250014,2.392250014
Colombia,1958,23378.999415208003,23369.70541547,4.646999869,4.646999869
Colombia,1959,37261.01346236399,37245.89346271999,7.559999822,7.559999822
Colombia,1960,48342.97799492799,48322.25799463,10.360000149,10.360000149
Colombia,1961,67853.998119078,67826.1421188,13.928000139000009,13.928000139000009
Colombia,1962,81052.00686401299,81017.450614521,17.278124746,17.278124746
Colombia,1963,70368.54336710798,70339.287118018,14.628124545,14.628124545
Colombia,1964,67327.979639893,67298.49518486099,14.742227515999998,14.742227515999998
Colombia,1965,70876.31063068999,70844.209131738,16.050749476,16.050749476
Colombia,1966,76329.475333043,76294.632317031,17.421508006,17.421508006
Colombia,1967,142830.93759896205,142762.67939166207,34.12910365,34.12910365
Colombia,1968,140153.9180716828,140088.55028610682,32.683892787999994,32.683892787999994
Colombia,1969,62345.728478688994,62311.261844429,17.23331713,17.23331713
Colombia,1970,61437.144383473,60965.328415348,457.3155447209999,14.500423404000005
Colombia,1971,55177.018781195,54329.059806468,835.041640749,12.917333977999998
Colombia,1972,70773.55269130401,70218.503542845,537.489567953,17.559580506
Colombia,1973,91086.047007529,87132.68501998301,3931.412218573,21.949768973
Colombia,1974,73876.59520608399,72886.7142811,971.478113582,18.402811402
Colombia,1975,67071.625134918,64594.3076383,2461.865703423,15.451793195
Colombia,1976,52340.47236498899,47939.847601056,4386.945387301001,13.679376632000002
Colombia,1977,70486.8915737219,64816.02776074791,5656.040874009999,14.822938964000002
Colombia,1978,53981.43023159501,49694.725026590015,4272.852594621001,13.852610384000002
Colombia,1979,41431.97394738601,36635.55292758301,4788.003127747,8.417892055999998
Colombia,1980,60841.158703998,45685.449463977,15144.854640261,10.85459976
Colombia,1981,90951.800921081,65665.19336781999,25271.303322848,15.304230413000004
Colombia,1982,67399.209948436,57907.332816255,9479.791051562,12.086080619
Colombia,1983,47037.00438318799,45949.01853025699,1077.234611917,10.751241014
Colombia,1984,86001.04004332398,85960.56130390598,20.239369709,20.239369709
Colombia,1985,70839.71245978499,70687.32823385899,136.63654639900005,15.747679526999995
Colombia,1986,81521.61772802898,81409.14922759,94.023218683,18.445281756000004
Colombia,1987,71881.429460233,71804.19082741802,60.323313761,16.915319054
Colombia,1988,81128.253022415,80477.607578463,632.321705061,18.323738891
Colombia,1989,91802.203760615,85110.00079187,6671.967974062,20.234994683
Colombia,1990,115239.886824388,80354.042114343,34869.236407692995,16.608302352
Colombia,1991,158970.715154249,126845.351230361,32103.517050732,21.846873156000008
Colombia,1992,147108.063660242,97919.4533014,49170.161911886,18.448446956
Colombia,1993,94988.743838653,66138.664043965,28838.207559761995,11.872234926
Colombia,1994,108523.71780660198,87305.16508166499,21206.291166624,12.261558313
Colombia,1995,118651.116573973,84893.008377975,33748.724121347004,9.384074651
Colombia,1996,137236.037358827,107897.616600611,29324.540175139,13.880583077
Colombia,1997,132590.143358909,100303.530257148,32272.881863357,13.731238404
Colombia,1998,114906.442300015,83858.54815271501,31035.578070376,12.316076924000004
Colombia,1999,92896.219180312,75727.09998932999,17157.276927211,11.842263771000002
Colombia,2000,122117.71868694657,94463.50022240596,27640.193688886306,14.024775654299996
Colombia,2001,120711.7849700572,92389.96892416402,28312.017423822603,9.7986220706
Colombia,2002,113221.6326178644,80678.055083043,32536.5317748452,7.045759976199999
Colombia,2003,115902.5981360676,89693.586214423,26199.710685407805,9.301236236800005
Colombia,2004,61760.80109096159,39467.466079623,22285.2695574128,8.065453925800002
Colombia,2005,60527.09011183999,35125.17405009,25393.823810351994,8.092251398000002
Colombia,2006,58856.739876135005,33009.088692975,25840.91534583001,6.73583733
Colombia,2007,81789.46979109201,43265.394507062,38515.277834963,8.797449067
Colombia,2008,70025.72024114101,41556.43039807301,28460.429353939,8.860489128999998
Colombia,2009,66246.131533854,50992.188390673,15240.407767222,13.535375958999998
Colombia,2010,86245.538308359,75492.69666144,10745.427953465,7.413693454000001
Colombia,2011,87496.20415266,77988.942202903,9502.576244627,4.685705130000001
Colombia,2012,69696.34591451901,60988.937736254,8703.979205022002,3.428973243
Colombia,2013,71947.59701719,70618.646107688,1323.341202215,5.609707287000001
Colombia,2014,72192.59579081302,67605.41909659302,4581.733637326,5.443056894
Colombia,2015,79612.68145155898,70713.63797164998,8890.274625445,8.768854463999999
Colombia,2016,68238.086855485,68233.52898450701,2.278935489,2.278935489
Colombia,2017,100809.464308314,100776.724788086,16.369760114,16.369760114
Colombia,2018,59324.24471357702,59315.35441036701,4.445151605000002,4.445151605000002
Croatia,1950,29515.494625947,29491.194583245,12.150021351,12.150021351
Croatia,1951,23238.282385146995,23220.039739147,9.121323,9.121323
Croatia,1952,22811.49690699501,22793.896652135005,8.800127430000003,8.800127430000003
Croatia,1953,22955.061383805,22936.996771195,9.032306305000002,9.032306305000002
Croatia,1954,20736.966163902,20721.457176458,7.754493722,7.754493722
Croatia,1955,20295.693991452,20280.875638668,7.409176392000001,7.409176392000001
Croatia,1956,23789.66620971201,23770.857738762003,9.404235474999998,9.404235474999998
Croatia,1957,25730.143291478995,25709.513148769,10.315071355,10.315071355
Croatia,1958,27045.609434515,27023.788134267,10.910650124000002,10.910650124000002
Croatia,1959,25116.956852619,25096.778951453,10.088950583,10.088950583
Croatia,1960,28815.193497936,28791.548766468,11.822365734000002,11.822365734000002
Croatia,1961,28466.859093908,28444.148193128,11.35545039,11.35545039
Croatia,1962,25800.340858729,25780.255735871,10.042561429,10.042561429
Croatia,1963,28064.69217873201,28042.649958144004,11.021110294000003,11.021110294000003
Croatia,1964,33855.589392643,33828.290219382994,13.649586629999998,13.649586629999998
Croatia,1965,35482.46955763499,35453.719390850994,14.375083392,14.375083392
Croatia,1966,35819.240834178,35790.242891962,14.498971107999996,14.498971107999996
Croatia,1967,38612.489729084,38580.973940664,15.75789421,15.75789421
Croatia,1968,39671.524202880006,39639.005478706,16.259362087,16.259362087
Croatia,1969,36735.218722681006,36706.021224543,14.598749069,14.598749069
Croatia,1970,35159.479477554,35131.357685548,14.060896003,14.060896003
Croatia,1971,39292.2435382973,39260.4833413589,15.8800984692,15.8800984692
Croatia,1972,37628.98131948201,37598.64430652401,15.168506478999998,15.168506478999998
Croatia,1973,38404.53064681899,38373.64916594499,15.440740437000004,15.440740437000004
Croatia,1974,37723.32483190999,37693.38853013199,14.968150888999997,14.968150888999997
Croatia,1975,40778.31000208401,40745.948512502,16.180744791000002,16.180744791000002
Croatia,1976,42941.109851608,42906.916356376,17.096747615999995,17.096747615999995
Croatia,1977,43553.89890902099,43518.79269596299,17.553106529000004,17.553106529000004
Croatia,1978,49120.87644903399,49081.489065264,19.693691885000003,19.693691885000003
Croatia,1979,47721.143052468,47683.735772446,18.703640011,18.703640011
Croatia,1980,60255.69041720401,60208.48035252401,23.60503234,23.60503234
Croatia,1981,64909.714756668014,64856.90638261001,26.404187029,26.404187029
Croatia,1982,64755.46738999282,64703.33558886003,26.06590056640001,26.06590056640001
Croatia,1983,76434.42814276804,76371.46943812203,31.479352323,31.479352323
Croatia,1984,78507.33895428,78444.31416439601,31.512394942,31.512394942
Croatia,1985,83207.27714661205,83140.74802519004,33.264560710999994,33.264560710999994
Croatia,1986,90249.45833001402,90177.60633944202,35.92599528600002,35.92599528600002
Croatia,1987,97701.86719192396,97623.84165812998,39.012766897,39.012766897
Croatia,1988,80462.37998176698,80399.62260633899,31.37868771399999,31.37868771399999
Croatia,1989,81400.57537426417,81335.23390546297,32.670734400600004,32.670734400600004
Croatia,1990,69764.13245769701,69709.081876187,27.525290755,27.525290755
Croatia,1991,45511.46165929501,45479.291880665005,16.084889315,16.084889315
Croatia,1992,68397.74406473059,68345.810007428,25.9670286513,25.9670286513
Croatia,1993,67968.40243143297,67916.57652249499,25.912954469,25.912954469
Croatia,1994,50379.032288474,50343.762560106,17.634864184000005,17.634864184000005
Croatia,1995,48081.521549906,48047.834834874,16.843357515999998,16.843357515999998
Croatia,1996,45343.016562294,44521.057231112994,15.122645380999998,806.8366858
Croatia,1997,45369.719778791,43781.738876526,14.250606356999995,1573.7302959079998
Croatia,1998,50027.967968078,47098.944833613,15.3088936565,2913.7142408085
Croatia,1999,39393.6821442778,36289.381618228006,10.904283970400002,3093.3962420794
Croatia,2000,41722.66520539101,37533.530297212,10.694124861000002,4178.440783317999
Croatia,2001,37167.25484152701,33062.059938227016,8.461090713,4096.733812587
Croatia,2002,38977.015379402,33550.575125453004,7.926797763999999,5418.513456184999
Croatia,2003,54751.52850976339,45309.08257265799,10.417166233200003,9432.028770872204
Croatia,2004,56301.63988416599,45309.633068077,9.490945076499996,10982.515871012498
Croatia,2005,63510.362133310016,50900.24558985001,10.962221979000002,12599.154321480995
Croatia,2006,64069.605444059984,49764.50664917999,9.522365433000004,14295.576429446995
Croatia,2007,67954.76717509521,51146.326799009,8.7006943316,16799.739681754603
Croatia,2008,73391.4475037194,53244.23705725001,8.822607532700001,20138.3878389367
Croatia,2009,77026.90328478502,53255.28511330402,7.5220692,23764.096102281004
Croatia,2010,68622.74571141462,46230.856703472025,6.8869735033,22385.0020344393
Croatia,2011,90046.67596547879,58067.04942446498,5.8547700274000025,31973.7717709864
Croatia,2012,83419.25285026622,54747.03512738181,5.800612760699999,28666.417110123704
Croatia,2013,94762.37591543142,61354.96710155301,6.694701024700001,33400.714112853704
Croatia,2014,91133.90105891429,56791.05472055568,6.868360625300001,34335.9779777333
Croatia,2015,84320.92960847501,53035.13900382502,7.820301650000002,31277.970303
Croatia,2016,82834.669996431,82757.806018041,38.431989195,38.431989195
Croatia,2017,94012.199331141,93926.828014061,42.685658540000006,42.685658540000006
Croatia,2018,95181.13895813702,95095.417197085,42.860880526,42.860880526
Cuba,1950,15328.0002403634,15176.103240311002,146.4485000262001,5.448500026200001
Cuba,1951,13385.610089521002,12918.919089797002,462.345499862,4.3454998620000005
Cuba,1952,15109.137632933798,15055.635632606998,48.75100016340002,4.751000163400001
Cuba,1953,17770.236489114,17649.839489543996,114.698499785,5.698499784999999
Cuba,1954,17732.367247275,17659.816247275,66.77550000000004,5.775499999999999
Cuba,1955,17705.157412013996,16853.898411997998,846.129500008,5.129500008
Cuba,1956,22550.882038342,22536.293038178,7.294500081999999,7.294500081999999
Cuba,1957,27094.447337843,26143.670338111,941.888499866,8.888499866
Cuba,1958,25856.815002427007,25118.985002623005,728.9149999020001,8.914999901999998
Cuba,1959,33088.63147000299,30338.777470897,2738.9269995530003,10.926999553
Cuba,1960,39612.05682617,39009.88782532999,588.5845004199999,13.58450042
Cuba,1961,38046.78897620262,36555.12897705601,1478.8299995733005,12.8299995733
Cuba,1962,43033.32654163799,42597.36354019398,418.981500722,16.981500722
Cuba,1963,45434.91127610399,44937.32227518399,480.29450046,17.29450046
Cuba,1964,45456.302616687,44920.146617397,519.5779996450002,16.577999645
Cuba,1965,49846.709467849,49151.992468611,675.8584996189996,18.858499619000003
Cuba,1966,53557.62947421302,52894.902474743016,643.488499735,19.23849973500001
Cuba,1967,76352.585071244,73402.179072788,2925.452999228,24.952999228
Cuba,1968,73203.79404414402,72360.75904390801,816.7675001179999,26.267500118
Cuba,1969,87588.510981274,81263.69348595101,6291.460761449,33.356733874
Cuba,1970,115963.168713409,106915.763057732,9005.293656840999,42.111998836000005
Cuba,1971,184175.726034093,138526.172847249,45598.730399772016,50.822787072
Cuba,1972,162583.66877663997,148793.72315354997,13731.628601519998,58.31702157
Cuba,1973,153319.09254334323,140984.63385641802,12278.145001387596,56.31368553759998
Cuba,1974,148359.82151274002,133886.60220730002,14419.064816520002,54.15448892000001
Cuba,1975,175629.02180623598,138555.026824,37023.189869618,50.805112618
Cuba,1976,175313.111221906,154397.7750752,20857.996954203,57.339192503
Cuba,1977,144379.712502029,123331.800517813,20998.746956903,49.16502731299999
Cuba,1978,233484.47861562803,209329.60684986805,24094.00747158499,60.864294175000005
Cuba,1979,207007.33809330504,188173.25632844504,18783.924960880995,50.15680397899998
Cuba,1980,148377.48324315998,128030.19183911296,20317.876040987994,29.415363059
Cuba,1981,153419.97725083097,140989.900906701,12400.247783907003,29.828560223
Cuba,1982,105788.24159536498,78569.07595711798,27187.215829525,31.949808722000004
Cuba,1983,189373.0177472249,142648.16468556094,46665.937122662,58.91593900199999
Cuba,1984,285594.857749516,236098.24249966,49391.062842803,105.552407053
Cuba,1985,215725.342546401,169569.10984999902,46081.10614248099,75.12655392100001
Cuba,1986,185966.395520378,139889.974007347,46014.200277566,62.22123546499999
Cuba,1987,183960.4917469601,136935.52816936106,46964.094638419,60.86893917999999
Cuba,1988,274350.372181565,141817.273226664,132469.69888061297,63.400074288
Cuba,1989,237599.495472787,169497.091620717,68024.24976246299,78.154089607
Cuba,1990,194256.55765589292,163460.68998082497,30720.653537283004,75.21413778499998
Cuba,1991,132403.982581718,95661.799455398,36699.28784808201,42.895278238
Cuba,1992,89052.32004911499,58588.21151768998,30440.004417531,24.104113894
Cuba,1993,78041.592197346,67473.769004176,10537.449143104994,30.374050065
Cuba,1994,70037.180582329,52812.178583455,17201.737331711996,23.264667162
Cuba,1995,77596.439185723,53479.082171400994,24095.376792836003,21.980221486
Cuba,1996,84537.19861574798,57826.12102801299,26687.76611408,23.311473655
Cuba,1997,84451.67107614799,68620.30577531,15801.307558543993,30.057742294000004
Cuba,1998,67822.929869804,66560.86383034,1235.632042381999,26.433997082
Cuba,1999,70168.77853701402,69297.08694159001,843.238963337,28.452632087
Cuba,2000,80913.53955992879,80304.99034104998,576.7179961794003,31.8312226994
Cuba,2001,64436.475175951,63877.00908201,536.2563742970002,23.209719644
Cuba,2002,40785.966828998986,40299.77719647399,469.054718237,17.134914287999997
Cuba,2003,42609.365967900994,42138.71455996,453.1164536989999,17.534954242000005
Cuba,2004,40796.694137966006,40370.121182450006,410.021561272,16.551394244000004
Cuba,2005,37492.644571639,37037.53257213,440.353561927,14.758437582
Cuba,2006,36743.466842776994,36170.57771376,558.5098969039999,14.379232112999995
Cuba,2007,35850.98516913401,35650.09426215001,186.06104681900007,14.829860164999998
Cuba,2008,35410.322527717006,35195.788754249006,199.961156546,14.572616922
Cuba,2009,35662.649457169005,35431.405629810004,216.563928605,14.679898754
Cuba,2010,30958.631620626,30717.15743684,229.17483645700003,12.299347329000003
Cuba,2011,34664.571746509995,34483.02441152,168.17784984000002,13.36948515
Cuba,2012,31463.156931162,31270.837201719994,180.329609652,11.990119789999998
Cuba,2013,29414.242436796994,29210.7947117,191.987822266,11.459902831
Cuba,2014,29447.665792065,29244.08918235,192.147362759,11.429246955999998
Cuba,2015,32496.530681459004,31990.65003205,493.077289599,12.803359810000002
Cuba,2016,30703.285478078,30679.02911395,12.128182064,12.128182064
Cuba,2017,28763.040044205994,28740.75166818,11.144188013,11.144188013
Cuba,2018,29705.758503336,29683.1554483,11.301527518000002,11.301527518000002
Denmark,1950,277532.296666776,258310.25897095,19112.429312464,109.608383362
Denmark,1951,318842.16975255107,299923.36508578004,18789.10193967701,129.702727094
Denmark,1952,358480.598974014,338527.635146508,19804.979816942,147.98401056400004
Denmark,1953,371289.4196566339,353894.404144,17235.954206071,159.06130656299996
Denmark,1954,408266.9393894139,322723.43455304,85406.46910768599,137.03572868799998
Denmark,1955,476973.79149825306,377332.25389723305,99478.052517732,163.48508328799997
Denmark,1956,508905.599103216,408758.257195659,99964.61184124,182.73006631700005
Denmark,1957,599284.8733814331,462314.7710513001,136769.923096998,200.1792331350001
Denmark,1958,659742.443594992,474683.99694470107,184846.47214144704,211.974508844
Denmark,1959,748778.6546237839,581132.4468020999,167389.582140975,256.62568070899994
Denmark,1960,648149.294287475,471961.5476049901,176033.18347857398,154.56320391100004
Denmark,1961,740362.4997584808,521093.5577345599,219091.262798387,177.67922553400004
Denmark,1962,874844.044497585,558348.41666363,316316.846762108,178.781071847
